"key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","continent","lastInterpreted","license","identifiers","facts","relations","class","countryCode","country","rightsHolder","identifier","catalogNumber","recordedBy","institutionID","nomenclaturalCode","locality","gbifID","collectionCode","occurrenceID","higherClassification","name","decimalLatitude","decimalLongitude","geodeticDatum","recordNumber","higherGeography","dynamicProperties","fieldNumber","otherCatalogNumbers","institutionCode","elevation","stateProvince","year","month","day","eventDate","identifiedBy","georeferenceProtocol","typeStatus","individualCount","endDayOfYear","datasetName","type","startDayOfYear","verbatimEventDate","modified","references","language","preparations","collectionID","elevationAccuracy","georeferencedDate","verbatimElevation","georeferenceSources","habitat","coordinateUncertaintyInMeters","dateIdentified","county","fieldNotes","occurrenceRemarks","municipality","ownerInstitutionCode","organismID","datasetID","accessRights","nomenclaturalStatus","taxonID","bibliographicCitation","identificationRemarks"
"1424292427","Asplenium triquetrum N.Murak. & R.C.Moran","cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:41.460+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:41.460+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00581883","Damasceno, E. R.; Silva, W.",NA,NA,"Parque Nacional do Itatiaia. Trilha Rui Braga - Rebouças/Sede. Próximo ao Abrigo Lamego.","1424292427","RB","urn:catalog:JBRJ:RB:581883",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",-22.425,-44.632222,"WGS84","305",NA,NA,NA,"RB 487815","JBRJ",1400,"Rio de Janeiro",2009,6,11,"2009-06-11T00:00:00","E. R. Damasceno & L. S. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-18T17:48:07.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-09-17T00:00:00",NA,NA,NA,"Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA
"1424352605","Asplenium triquetrum N.Murak. & R.C.Moran","","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:42.912+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:42.912+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00642849","L. Sylvestre; D. P. Costa; J. C. Gomes & A. S. Mesquita",NA,NA,"APA Cairuçu. Km 206 da Rio-Santos. Mata ao longo de um pequeno curso d´água.","1424352605","RB","urn:catalog:JBRJ:RB:642849",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",NA,NA,NA,"445",NA,NA,NA,"RB 293627","JBRJ",NA,"Rio de Janeiro",1991,5,8,"1991-05-08T00:00:00","L. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2014-07-07T21:12:50.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-01-01T00:00:00",NA,"Umbrófila.","Terrestre na mata.","Paraty",NA,NA,NA,NA,NA,NA,NA,NA
"1424383994","Asplenium triquetrum N.Murak. & R.C.Moran","cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:45.199+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:45.199+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00679452","M.L.Vilela; et al.",NA,NA,"Trilha do Hotel Simon para o Três Picos. Parque Nacional de Itatiaia","1424383994","RB","urn:catalog:JBRJ:RB:679452",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",-22.25,-44.566667,"WGS84","13",NA,NA,NA,"RB 348151","JBRJ",NA,"Rio de Janeiro",1994,9,20,"1994-09-20T00:00:00","L.Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-19T14:08:12.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-01-01T00:00:00",NA,NA,"Erva sobre pedras as margens da cachoeira. Frondes de coloracao  verde intenso.","Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA
"1424401266","Asplenium triquetrum N.Murak. & R.C.Moran","cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:21.344+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:21.344+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00698255","Kristin Baber; J. Wesenberg, O. Thier",NA,NA,NA,"1424401266","RB","urn:catalog:JBRJ:RB:698255",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",-22.482778,-42.916111,"WGS84","KB542",NA,NA,NA,"RB 540463","JBRJ",150,"Rio de Janeiro",2010,9,24,"2010-09-24T00:00:00","J. Wesenberg & L.S. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-19T14:23:10.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-10-29T00:00:00",NA,NA,NA,"Guapimirim",NA,NA,NA,NA,NA,NA,NA,NA
"1424383733","Asplenium triquetrum N.Murak. & R.C.Moran","cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:21.260+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:21.260+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00679239","J, M. A. Braga; et  al.",NA,NA,"Trilha do Hotel Simon para os Três Picos. Parque Nacional de Itatiaia","1424383733","RB","urn:catalog:JBRJ:RB:679239",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",-22.25,-44.566667,"WGS84","3853",NA,NA,NA,"RB 530995","JBRJ",1400,"Rio de Janeiro",1997,1,14,"1997-01-14T00:00:00","L.Sytlvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-17T19:23:26.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-01-01T00:00:00",NA,"Mata densa de encosta.","Terricola e ciofila. Soros castanho-esverdeados. Margem de rio.","Itatiaia",NA,NA,NA,NA,NA,NA,NA,NA
"1423929528","Asplenium triquetrum N.Murak. & R.C.Moran","cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:24.297+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:24.297+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB01181411","C. Baez; Patrícia da Rosa, Thalis Lima, Raquel Negrão, Lucas moraes, Daniel Maurenza",NA,NA,"Rio Bonito de Macaé de Cima. Rio próximo a pousada Estalagem. APA Macaé de Cima","1423929528","RB","urn:catalog:JBRJ:RB:1181411",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",-22.401944,-42.430278,"WGS84","667",NA,NA,NA,"RB 660796","JBRJ",884,"Rio de Janeiro",2016,8,7,"2016-08-07T00:00:00","C. Mynssen",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-15T17:15:32.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-05-02T00:00:00",NA,NA,"Epífita em tronco caído. Caules verdes, folhas dicolores. Soros castanhos.","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA
"1424352720","Asplenium triquetrum N.Murak. & R.C.Moran","","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:20.861+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:20.861+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00642904","L. Sylvestre; D.P. Costa, J.C. Gomes, A.S. Mesquita.",NA,NA,"APA Cairuçu. Trilha de Ponta Negra para Cairuçu das Pedras.","1424352720","RB","urn:catalog:JBRJ:RB:642904",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",NA,NA,NA,"525",NA,NA,NA,"RB 295504","JBRJ",300,"Rio de Janeiro",1991,5,11,"1991-05-11T00:00:00",NA,NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-18T23:59:16.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terresetre ás margens da trilha.","Paraty",NA,NA,NA,NA,NA,NA,NA,NA
"1424428456","Asplenium triquetrum N.Murak. & R.C.Moran","","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:21.745+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:21.745+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00737433","C. Mynssen; et al.",NA,NA,"Reserva Ecológica Rio das Pedras. Poço do Cambucá.","1424428456","RB","urn:catalog:JBRJ:RB:737433",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",NA,NA,NA,"103",NA,NA,NA,"RB 559307","JBRJ",170,"Rio de Janeiro",1997,5,6,"1997-05-06T00:00:00","L. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-19T05:39:58.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-05-01T00:00:00",NA,NA,"Erva rupícola, ciófila, ripária","Mangaratiba",NA,NA,NA,NA,NA,NA,NA,NA
"1424350863","Asplenium triquetrum N.Murak. & R.C.Moran","","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:23.544+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:23.544+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00641126","Raulino Reitz",NA,NA,"Ararangua-Peroba.","1424350863","RB","urn:catalog:JBRJ:RB:641126",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",NA,NA,NA,"488",NA,NA,NA,"RB 49267","JBRJ",NA,"Santa Catarina",1944,4,1,"1944-04-01T00:00:00","L. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2014-07-07T21:17:07.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-01T00:00:00",NA,"Dos arroios da mata virgem","Rupestre","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA
"1424352529","Asplenium triquetrum N.Murak. & R.C.Moran","","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:20.860+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:20.860+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00642788","A. B. Joly",NA,NA,"Vila Atlântica","1424352529","RB","urn:catalog:JBRJ:RB:642788",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",NA,NA,NA,"816",NA,NA,NA,"RB 87713","JBRJ",NA,"São Paulo",NA,NA,NA,NA,"L. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-18T03:03:19.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000-03-01T00:00:00",NA,"Floresta.","Terrestre ou sobre pedras.","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA
"1424352580","Asplenium triquetrum N.Murak. & R.C.Moran","","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:20.861+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:20.861+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00642814","Gurgel",NA,NA,"Gávea. Mata do Pae Ricardo. Colhida sobre pedras humidas.","1424352580","RB","urn:catalog:JBRJ:RB:642814",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",NA,NA,NA,"80",NA,NA,NA,"RB 8040","JBRJ",NA,"Rio de Janeiro",1923,6,11,"1923-06-11T00:00:00","L. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2014-07-07T21:12:45.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000-03-01T00:00:00",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA
"1424352604","Asplenium triquetrum N.Murak. & R.C.Moran","cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:48.650+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:48.650+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00642844","M. G. Bovini; L. C. Giordano, M. Nadruz, J. V. Barros & R. Tavares",NA,NA,"Distrito de Macaé de Cima, Sítio Bacchus, trilha próxima à casa que possui o encanamento, indo para a cumieira.","1424352604","RB","urn:catalog:JBRJ:RB:642844",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",-22.374444,-42.494444,"WGS84","1987",NA,NA,NA,"RB 353938","JBRJ",1450,"Rio de Janeiro",2001,5,1,"2001-05-01T00:00:00","L. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-19T12:01:02.000+0000",NA,NA,NA,NA,150,NA,NA,NA,NA,NA,"2001-01-01T00:00:00",NA,"Em local úmido.","Terrestre umbrófila","Nova Friburgo",NA,NA,NA,NA,NA,NA,NA,NA
"1424350850","Asplenium triquetrum N.Murak. & R.C.Moran","","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:48.451+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:48.451+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00641148","A.C. Brade",NA,NA,"Morro Caiuvá.","1424350850","RB","urn:catalog:JBRJ:RB:641148",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",NA,NA,NA,"8240",NA,NA,NA,"RB 168589","JBRJ",NA,"São Paulo",1922,5,NA,"1922-05-01T00:00:00","L. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-11T02:38:13.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-01T00:00:00",NA,"Felsen im Bachbett",NA,"Iguape",NA,NA,NA,NA,NA,NA,NA,NA
"1424404877","Asplenium triquetrum N.Murak. & R.C.Moran","cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:49.332+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:49.332+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00702285","A. Korte; A. Kniess",NA,NA,"Rio Novo.","1424404877","RB","urn:catalog:JBRJ:RB:702285",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",-27.180278,-49.230556,"WGS84","814",NA,NA,NA,"RB 542815","JBRJ",617,"Santa Catarina",2009,11,10,"2009-11-10T00:00:00","A.L. de Gasper",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-18T14:27:11.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-12-04T00:00:00",NA,"Floresta Ombrófila Densa; Estádio avançado.","Epífita (Florística IFFSC 518).","Presidente Nereu",NA,NA,NA,NA,NA,NA,NA,NA
"1424352749","Asplenium triquetrum N.Murak. & R.C.Moran","cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:23.713+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:23.713+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00642854","F. R. Nonato; C. M. Mynssen & M. Guerra-Santos",NA,NA,"Reserva Rio das Pedras, trilha para o Corisco depois da Cachoeira.","1424352749","RB","urn:catalog:JBRJ:RB:642854",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",-22.95,-44.033333,"WGS84","697",NA,NA,NA,"RB 375594","JBRJ",625,"Rio de Janeiro",2000,1,21,"2000-01-21T00:00:00","L. S. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-19T11:56:56.000+0000",NA,NA,NA,NA,25,NA,NA,NA,NA,NA,"2000-01-01T00:00:00",NA,"Em mata de encosta, local úmido e sombreado.","Rupícola.","Mangaratiba",NA,NA,NA,NA,NA,NA,NA,NA
"1424350767","Asplenium triquetrum N.Murak. & R.C.Moran","","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2019-10-10T01:33:23.941+0000","2019-10-10T01:57:42.880+0000",259,"none","PRESERVED_SPECIMEN",4256142,6,7707728,7228684,392,6625,7310868,7784242,7784242,"Hymenasplenium triquetrum (N.Murak. & R.C.Moran) L.Regalado & Prada","Plantae","Tracheophyta","Polypodiales","Aspleniaceae","Hymenasplenium","Hymenasplenium triquetrum","Asplenium","triquetrum","SPECIES","SYNONYM",NA,"2019-10-10T01:57:42.880+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","Polypodiopsida","BR","Brazil","Rio de Janeiro Botanical Garden",NA,"RB00641138","R. Reitz",NA,NA,"Morro da Bateria.","1424350767","RB","urn:catalog:JBRJ:RB:641138",NA,"Asplenium triquetrum N.Murak. & R.C.Moran",NA,NA,NA,"C.1910",NA,NA,NA,"RB 63498","JBRJ",100,"Santa Catarina",1948,10,27,"1948-10-27T00:00:00","L. Sylvestre",NA,NA,NA,NA,"RB - Rio de Janeiro Botanical Garden Herbarium Collection","PhysicalObject",NA,NA,"2017-10-18T23:58:49.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-01-01T00:00:00",NA,"Mata Virgem","Terrestre","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA
